label,sentence
1," 33cl Bottle at home - expires end of 2010	Massive brown color with a tiny head, looks good.	Full aroma of caramel, roasty, herbs, licorice, raisin.	medium bitterness and sweetness, full body, lively carbonation with a nice bitter finish.
"
1," Pours deep amber-brown with almost cloudy look to it. Huge foaming tight beige head, half of it dissapeared rather quickly though, decent retention of the rest. Dark fruit aroma with a hint of smoke/roasted grains to it. Complex taste, very fruity and sweet but beautifully balanced. Hints of spice/clove to it as well. Lovely smooth full mouthfeel. Hint of alcohol as you get further into it, Top drop.
"
1," (swing top bottle) Cloudy, golden colour with a mid-sized foamy white head. Sour citrus-fruity nose with a moderate wheaty nose with a tinge of banana and diacetyl. Moderately sour flavour, light to medium bodied with a moderate, almost a bit flat carbonation. Sourish wheat-malty and citrus-fruity taste with shy notes of cloves; dry and citric wheaty finish with light spicy notes. A rather mediocre Weizen. 06.I.10
"
1," Excellent!  Many brew dubbels, but this one might be the benchmark.  Plenty of malt brilliance and a perfect mouthfeel.  I will look for another dubbel to top this balanced beauty.
"
1, </b>A well executed Tripel.  Very standard except for being smoother than average	<b>How
1," 
"
1," Had this many times at the import beer bar, The Brussels in Kanda, Tokyo. Rich, smooth, flowery and fruity-dark fruits and sugars, strong yeast and malt, big body and big head, thick lacing, high sugar content and lots of glycerin.
"
1," of all trappists, this is the one that lets me down the most	great looks (what colour) and aroma, but somewhat disappointingly weak taste, especially when you consider the thin aftertaste
"
1," Osaka International Hostel with Jonpol, a German physics major  Bought"
1," Bottle 330ml, 2008. Reddish brown colour, creamy beige head. Aroma has fruits, chocolate and cherry in it. Flavor is smooth and rich, chocolate, fruits, malts and caramel in it. Alcohol comes up in the aftertaste. Very well balanced, even this particular bottle wasnt as old as some Bleues Ive drank.
"
1," 7/27/04.  Poured out of 330 mL bottle, bought at Stuffed Sandwich in San Gabriel, CA 7/27/04.  Pours a muddy dark brown with dark red-brown outline.  Very fluffy head that comes out the top of the bottle within a minute.  Tan-gray head lingers, pretty dense but uneven.  Outstanding lacing.  Aroma aint no thang.  Good but not amazing.  Flavor has bright yeast, candi sugar with some faint plum, overripe fruit, strong alcohol, dusty cupboards (?!), and some cake.  Medium body, feels like its breaking apart under the carbonation.  Nice activity, but theres also a weird divide.  Finish is smooth and growing with an impressive boost at first, darkly fruity, bready, and sugary with candi and brown sugar.  A slight hint of dark roast malt.  Good beer, but the aging potential on this is where its at.  Id much prefer it with a few years under its belt.
"
1," Thanks to Oakes for sharing this bottle.  Thick brown head over a pitch black beer.  Sweet chocolate/vanilla aroma with some definite oaty type of aroma.  Flavour seems a bit hot (especially considering its only 4.9%).  Lots of oakiness but with less vanilla than woodiness.  Woody complexity in the flavour but comes across with a bit of astringency as well.  Slightly overcarbonated as well.  Not bad, but definitely not great.
"
1," Pours a beautiful deep, dark copper color with ruby highlights.  Complex aroma; fresh and earthy.  Complex flavor as well; starts off sweet and turns tart and dry for the finish.  As this ale warms in my glass, it becomes less sweet and the malts take on a roasted quality.  Very nice beer!  Serve chilled, not cold.
"
1," Pretty much smells like a belgian when you open it up. Most of its points comes from the rich smoky vapor that pours out of the bottle when you pop the cap. I really love that. The beer itself isnt as good as people rate it. There is some complexity. I taste the malt, I detect the ""flowery aroma"", but you know....it really isnt in the same ballpark as the westy 8 or any rochefort stuff. It is FAR from a bad beer, but it doesnt deserve to be in the 99 percentile. Keep in mind that such beers as aventinus,stone IPA, and many other excellent beers  are in the 99 percentile or less category. Perhaps I just dont ""get"" why this beer is so great.The only reason to get this beer instead of an arrogant bastard is....well....honestly....I wouldnt know why you would...
"
1," bottle, courtesy of pivnizub. Cloudy golden colour, large white head. Yeasty, wheaty and slightly fruity (banana9, with a dry and smooth palate.
"
1," What took me so long to try this one?..Poured dark brown with red high lights.  Spice and fruit in the nose and taste. This is an excellent trappist.
"
1," FEB 29, 2008 Wonderful overall beer! High carbonation with dark color. Medium bodied and smooth. Very good overall experience.
"
1," slightly strawy malty with light grainy notes and just a whiff of floral hops. Moderately sweet flavour, light to medium bodied with a very pleasantly soft carbonation. Mildly malty, slightly grainy base with a late arriving hoppy bitterness and herbal and floral accents, combined with subtle notes of honey in the aftertaste. Well-rounded brew, pleasant to drink. 09.V.10
"
1," Mud brown color with nice frothy head. Little detectable aroma. Easy-drinking, light on the malt.  Medium-bodied, with a good mouthfeel, easy malt flavor, but rather non-descript.
"
1," Nothing to add that is not in the other reviews as far as flavor and aroma.  For all the hype, I expected more, but its not a bad beer and is one I will drink again.
"
1," Clovey sweet and cola spicy nose.  Cloudy amber/brown color, some hints of red, nice frothy long-lasting head.  Malty caramel sweetness, raisins and light toasted white bread.  Easy bitterness and some tartness, provides a fantastic balance.  Mouth feel is full and carbonation is creamy and silky.  Finish is long, complex, smooth, and has a nice late alcohol burn cutting through it all.  This is an amazing beer, a must try!
"
1," Bottle  Pours a clear brown with a large fizzy tan head.  Head is lasting even though its very fizzy.  Has a sweet fruity alcohol aroma.  I get grapes, raisins, some apples a real fruit mix.  Touches of cinnamon and nutmeg.  The aroma is excellent on this one.  Taste is on the dry side with a good mouthfeel.  The 9% is hidden very well.  Has a light feel.  Verysmooth and extremely drinkable.  The finish is subtle with a good duration.  Leaves a very pleasent taste without a real aftertaste.  This is a great beer.  Drinks like water, goes down with total ease.  If I could only drink one beer for the rest of my life this one deserves consideration.
"
1," MAR 2, 2005 Now this is something. Pleasently sweet (not too sweet), goes down well, but maybe a little watery (I never thought I would say that about a 9.0% beer). Dont get me wrong, this is a good beer but its not up there with the Westvleteren 12 and Rochefort 10s of this word. I prefered the Chimay Blanche.
"
1," sweet appel,yellow golden, clear, medium sweetness, medium body, creamy, soft carbonation, nice.
"
1,  floral hops with yeast and citrus fruits.  Palate was rich and filled the mouth.  Alcohol
1," On tap. This is a really light gold beer. Aroma is corny, papery. . .pretty straight up pale lager territory. This is clean and very light on the palate. The most notable flavor is of some papery hops going on. A weak malty profile is here. Lemon quality is not very strong. Pretty boring beer.
"
1," This is what a good strong beer should taste like...
"
1," Bottle from Chalet Party Shoppe in Goshen, IN. Pours a medium amber orange with sudsy off white head. Strange aroma of green hops, wet grains,  must, and yeast esters. Initial flavor of caramel, toasted grains, and tea that transitions to muted grassy hop middle. Finish had a slight citrus tartness. Some of the malt profile has a german vibe to it. Not bad, but its missing something that I can not pinpoint.
"
1," A csald ""fehr farkasa"".Ez a legkesernysebb a hrom ""sznes"" kzl!Egyszer j lenne megkstolni a ""grandot"" is!Addig is ennl maradok a testvrek kzl.Egybknt brmikor jhet brmelyik!
"
1," 33 cl bottle, Fargo, ND, USA. Deep opaque brown with an orange tinge. Head is thin and static, lingering on the surface. Raisin, clove and brown sugar aroma. Initial caramel taste; gives way to bourbon soaked plumbs, finishes long, smooth and sweet.
"
1," Pours a brownish ruby color and not much head. Lots of floral notes. Slight hop flavor with sweet fruits like raisins. A little fizzy but in a good way.
"
1," Bottle. (gusher) pours dark red with white head. Aroma of malts, dark fruits, some caramel. Taste is sweet some bitterness. Ok
"
1," A nice orange color with a slight white head. Hops in the aroma and in the taste. The best beer I had at the Chattanooga brewery.
"
1," JAN 12, 2012 One of my all time favourites!! Great beer, the bigger the bottle, the better it gets!!		Update"
1," Nice full head. Dark brown/black stuff in the glass smells faintly of raisins and molasses. Smooth in the mouth, licorice, raisins and fig sweetness gather in the of the throat. Residue gathers at the sides of the tongue with rum and amaretto flavors. Previous bottles had not convinced me that this was all that great of a beer until I had this four year old from 99. Chimay should cellar them all for a couple of years after bottling, do not trust us we are heavy drinkers.
"
1," Thanks Tish! Black...no light gets through...fairly thick pour with a great dark brown head that settles into a thin film. aroma chocolate coffee and pine...a lot of pine in the aroma. bitter medium dry slightly acidic pine coffee flavor with hints of sweet chocolate. dry bitter slightly acidic coffee finish with lots of pine and sweet chocolate /cocoa notes. medium body. lively carbonation. nice coffee stout.
"
1," Bottled.  Clear nut brown, small head. Nutty peach aroma. Dryish and well rounded with vital malt profile but low hop rate. Bready with salty finish. A pleasant, very moreish and relaxed dunkel.
"
1," 33 cl.with a ""LAK 345 J-9"" bottling code; bottled sometime in 2002. Pours a orange-red color with an off white head. Has a vinous smell with a very dry, malty, grape sweet and spicy flavor. Light bodied with a lively bubbly mouthfeel. Jan 2004
"
1," Clear golden with a medium white head. Malty aroma with grassy hops and caramel. Dry flavour with grassy hops, caramel and hints of diacetyl. Finished dry.
"
1," pours dark brown,nice frothy head.When pouring very yeasty nose,then dark friuts,light alachol aroma as well,smells good.High carbonation,medium to watery mouth feel.Light sweeet ness up front bitter finish.Quick dry finish.Good beer very drinkable.
"
1," Another great beer from Chimay, aroma, appearance and tests are all top a beer to be enjoyed.
"
1," Cloudy to the max, medium brown with a small tan blotchy head.  Fades quickly.  Aroma is yeast galore and fruit.  Flavors of, again, yeast, peach, pear, apples.  As it warms peppery spices show up that offers a nice addition.  What a good beer!
"
1," Medium brown in color. A nice head that dissipated quickly.  Aroma is chocolatey and nutty and the taste matches perfectly.  Smooth taste from start to finish with excellent flavors throughout.
"
1," On tap at the brewpub. Reddish brown pour with a thin ring of white foam. Aroma of molasses, cherries, malt and a bit of a nasty soy sauce. Taste is sweet, furity with a bit of roast bitterness and some booze. Palate is medium to heavy bodied, low carbonation. Pretty faultless, excePt for the aroma.
"
1," Bottled 12/05 -- Huge amount of carbonation... watch out for exploding bottles when opening.  Large, light tan head that quickly diminishes over a dark brown body.  Nice fruity aroma, maybe some flowery accents.  Good body, though somewhat astringent, roasted malts are present.  Somewhat light burn in the ending.
"
1," vary good belgum strong.  it has a mighty smooth tase that if vary good. I enjoy this beer every time I have it
"
1," Sampled at Viti, pours pale yellow. Flavour of muted malt and grains - not sweet. Better than the lagers.
"
1," Not much on the outside in color or aroma, but a fantastic bitter. Lighter body not too heavy on malts well balanced by bitters without drifting into an IPA. Warming.
"
1," Tasty dubbel.  Almost as nice as the Blue, better than the White.  Dark red color, silky smooth taste with fruity overtones.
"
1," (Bottle 50 cl) Pilsener golden with a handsome and stable, white head. Lightly hoppy aroma. Medium body with plenty of sweetish pilsener malt. Mildly hoppy finish with some floral accents. Well made. 190206
"
1," Appearance is a hazy nut brown color with a lot of sediment and effervescent bubbles. Citrus notes and a slight note of hay and cheerios cereal, possibly even a faint licorice aroma. Medium sweetness with very faint bitterness, banana taste really sticks out. A very good beer.
"
1," Bottle shared by Eric. Now Ive had plenty of Sake when I lived in Japan, but I never really liked it much- or at least not as much as beer. But I am branching out, and this quality brew was very nice. Pours a crystal clear color. The aroma and the flavor were dominated by sweet apples and pear. It was very oily and flavorful. Quite nice. Very warm as Sake tends to be. I am really not qualified to rate a Sake, but I will re-rate all of my early tries later when I hopefully know more.
"
1," A pricey, strong tasting beer that no beer-lover can live without trying. Best of the Chimay brews. Deep brown color with a very apparent alcoholic flavor. Sticks with your mouth, but not an bad after taste. Rich in many ways.
"
1," On tap.  Better than average for an IPA.  Has nice blend of malty body and hops finish.
"
1," Courtesy of Degarth. Pours deep darkness with nice mocha head. The aroma is dark roasted malts, burnt malts, licorice, chocolate malts and a hint of toffee. The taste is fairly rich albeit a bit thin with roasted and burnt malts mixed with chocolate and licorice. I also get a pulse of oatmeal twang. The taste becomes more and more roasty and burnt into the finish. It has a full flavor that has a dry oatmeal twang to it.
"
1," MAY 22, 2006 re-rate on cask at Noog 2006.  Appearance was gorgeous.  My first cask anything and i had heard it would be flat and warm, and it was not.  it gave this beer an amazing appearance of completely opaque orange with very thick full almost nitrous like head.  aroma was perfume and pine, lots of floral aroma to it.  flavor was very smooth and had some grapefruit, cirtus, some pine, and the same floral profile to it.  verygood malty flavors.  i enjoyed this a lot more than off the cask.
"
1," Sample at the Broad Ripple area brewpub.  A nice porter.  Appearance was pretty much like a porter.  Flavor was molasses, coffee, some chocolate, a hint of smoke.  Fairly sweet with molasses leading the way.  Some hops underneath.
"
1," The bottle looks good, but is very complex. Not easy to find the brewer. Aroma very sourish. Flavor the same. Very sourish and fermented. Nasty. Not a good beer.
"
1," JAN 10, 2008 Bottle, 33 cl. (also tasted from 75 cl and magnumbottle 1,5 l.)	This must be heaven ! Color, aroma, taste, were excellent. An incredible beer I would highly recommend.	But personally i take the Chimay White before the blue.
"
1," Draught at RB Charlotte.  Nearly opaque dark brown with thin light cocoa heads.  Fairly sweet chocolatey with little roast character.Finishes with a mildroast malt dryness and is fairly thin.
"
1," Bottle.  Poured a dark brown with a creamy, light tan (1 cm) head that persisted.  Aroma of Belgian yeast, light fruits, and as it warmed, dark fruits (raisin, prune).  Initial taste of sweet light fruit (apple, pear, melon) and slight bitterness in the swallow.  Also an aftertaste of smoked beef (odd, I know).  A lighter version of the Bleu.  Drinkable and tasty.
"
1," Mustig maltkaraktr. krmig vtska och mycket ltt.	Smakmssig har den inte mycket innehll - lite lagom trevliga malttoner men aboslut inget att ropa hurra fr. verskattad l?
"
1," Like I can think of anything new to say about this beer there must be a thousand ratings of this classic. Heck this is just a classic strong abbey ale and I like it a lot despite the price having gone up on me
"
1," Creamy white head that lasts to the bottom of the glass.  Rich amber colour.  Huge pine and grapefruit/citrus hop aroma.  Flavour is also very hoppy but with enough toffee malt character to balance it out.  Lingering bitterness.  I enjoyed this one a great deal.
"
1," Clear yellow and fizzy lager, slightly acidic. Possibily a spoiled bottle. I not sure about the style.
"
1," 50 cL bottle. Pours hazy orange with a slowly diminished off-white head. Mild spiced aroma with a distinct hoppy note and mild malty sweetness joine with a nice yeasty note. Light spiced and medium sweet flavoured with a nice yeasty mellowness. Smooth yeasty and malty finish.
"
1," sample @ pub, thin chocolaty border boring black beer serve on nitro the beer as an excellent head I would to see a little more body + roastiness there
"
1," A great strong ale, but forgive me for not shamelessly fawning over it. Its a treat to drink this once in a while but thank Baccus there are lighter beers. This is another beer that can have its young character changed slightly by cellaring for a year or more but it would never get to be that old in my cellar ;-)		Poured a dark slightly clouded amber with a smallish off white cap. Aromas of dates or figs or dried apricots. Started with a surprising big mouthful of sweet bready malts before the expected complex/layered banana-fig-hop undertones took over. As the beer sits on the palate the hop accent builds until the finish is surprisingly dry for a so called trappist ale.		A very delightful strong ale but this is the 3rd time Ive tasted it and it has appeared slightly different each time. This may be a matter of ingredient linearity or it could be the brewers equivilent to a ""vintage"" where there is some batch to batch character differences. All in all, a wonderful drink but may be over rated by some.
"
1," DEC 12, 2008 Southern sweet tea appearance, Thick but light and frizzy head. Nose of moldy cheese, apple and wine. Taste as same as the nose, with a nice finish. Very unique taste that only a good Belgian can offer. 		Rerate"
1," DEC 19, 2004 Black, dark and opaque color. Creamy foam, much supporter and of long persistence. Much elegant one. Intense, strong aroma. Elevated alcoholic rate that not hung and be out of place not being the beer a lot balanced and full bodied. Dense and warm. Indeed excellent.
"
1," A superb beer, I had this in the 330ml version. Very odd to drink a beer with such a high percentage and it not feel like it was so strong, 9% and I could have drunk bottles of this all day. Unfortunately 2.65 a bottle, when Ive had Red for 1.99, still when you want to try a good beer youve got to pay.
"
1," 12oz, white waxed, bottle acquired in trade with shawnm213 (thanks!). Poured a deeper mahogany color with a smaller sized tan head. Aromas of caramel, dark fruitiness, chocolate, and some molasses. Tastes of dark fruits, chocolate, caramel, and some brown sugary sweetness. Alcohol content well hidden.
"
1," On tap at the Seven Bridges brewpub in Jacksonville, FL.  Arrived at the table black with a luscious tan head that lasted through mid-glass and left partial lace.  Mild aroma of roasted malt.  The flavor is roasted malt with some light bitterness towards the finish.  A little light-bodied and thin, more like a porter than a stout.
"
1," Nice IPA I got from my Secret Santa. Thanks man! Aroma was kind of weak but what was there was all hops. Pour was a beautiful dark burnt orange with a nice 1 finger off white head. Taste was mostly citrus hops with a little malt in the background, but this is definately a hops oriented IPA. Not too strong or overbearing however, just a good sessionable IPA which is rare nowadays.
"
1," Dark brown with a thick white head.  Hoppy smell with a subtle nut malt undertone to it.  Sweet nutty taste but very fruity tastes to it and a yeasty taste to it.  Belly warming fruity aftertaste, real good but not my preferred style of beer fruit tastes general dont appeal to me, making me not a big Belgium beer drinker.
"
1," Bottle 500ml. @ home.Clear medium to dark orange amber color with a average to large, frothy to creamy, good lacing, mostly lasting, off-white head. Aroma is moderate to light heavy malty, roasted, caramel, nutty, keller, earth. Flavor is moderate sweet and bitter with a average to long duration. Body is medium, texture is oily to watery, carbonation is soft. [20091226]
"
1," OCT 15, 2010 Pours a orange color, slightly hazy, topped with a thick off-white foamy head. Slightly creamy head. The aroma is fruity banana with some yeast and vanilla. The flavor is citrusy with lots of mixed fruit; banana, grapefruit, and orange. Somewhat of a tart sour presence.  Yeasty notes are there. Overall this is quite solid with a good amount of flavor while being even quite refreshing.
"
1," mohagany appearance with slight white head.  nose is sweet as is the taste with fig and sweet plums.  a nice dubble, the archetype but markedly better than all others
"
1," Oen of the top beers Ive found. The apricot tinged little wonder is just tart enough, just sharp enough, and just pleasant enough for ""anytime"" drinking.
"
1," This is an excellent experience but I felt the alcohol overtones to great to place it in the top choices.  I admit to a preference to the dubbel, I think this is a great beer to educate the pallet.
"
1," Bottle as Flat Top.  Pour is a blond with a small white head.  Aroma is some light wheat and yeast nothing much.  Flavor is about the same some yeast that made this creamy but nothing really else.  Overall very light and forgetable.
"
1," A really beautiful ale.  It dark and has a red hue when held to the light.  It has a slight aroma of malt and yeast.  The flavor is the same except lots of carbonation and a tangy flavor I dont recognize.  Very good.
"
1," Bottle, 0.33l. Dark red brown, with light brown creamy head . Aroma, red fruit, brown sugar and malt. Taste raisins, malt, dried cherry with caramel finish. Very nice complex beer.
"
1," Pours a deep ruby red to brownish sort of color with a creamy off white head.  Nose is spicy, and you can detect light amounts of alcohol, and maybe a tiny bit of roastiness.  It has a nice malt backing and is a little bit bitter upfront with some light fruit flavors.  Finish is very sweet and just a tiny little bit spicy.  Very thick and creamy in the mouth with nice low carbonation.
"
1," (12oz bottle thanks to bu11zeye) clear rich amber with lasting tan bubbles. Nose of honey, chlorine, juicy sweet citrus and cracker. Taste of rye, spicy, rhubarb, honey and quite sweet. Oily body with a linger of rye.
"
1," From Bottle at Jacobys in Greek Town in Detroit. Wolderfuly complex flavors of nuts, yeast and hints of malt. Murky brown color, you can feel the alcohol going down. A great beer to warm up with.
"
1," Cask gravity at Reading BF 06. Deep gold/amber colour. Diacetyl and a bit of a chemical aroma. Not nice. I remeber this stayed on the table for some time.
"
1," caramel, cereal, coffee, coffee brown, full body, 	Bottled. A must. It smells and tastes torrefaction with a really good  dosage. The ratio quality/availability is the better
"
1," I was surprised at how enjoyable this beer is.  The Bleu is more complex, and quite possibly a more interesting beer to study.  I had this with a salad at the end of a very long day and found it delightful.  Nose is a classic European hop, floral and bitter, and some malt.  Appearance is cloudy, reddish copper, small head, white lace.  Taste is fruit, spice (banana and clove?  they say apricot, but I just did not get apricot!), and classic European hoppiness.  Good big mouthfeel.  Nice, solid, bitter finish.  Delightful.  I was surprised that I liked this more than the more famous and more highly regarded Bleu and Blanche.
"
1," Honestly,  I dont understand what all the hype is about.  This kind of disappointed me.  It had a nice appearance, very perfect brown color with impressive sandy colored head.  Aroma was yeasty, peachy, some purple grapes, some weird lemon pepper scent too.  Flavor was carbonated, brown sugar, green apple, wheat bread, yeast, and some malt.  meh... it really was kind of plain and i was stretching for some of these flavors and aromas.
"
1," Bottled. A dark golden beer with a lazing off-white head. The aroma has notes of straw, honey, and malt. The flavor is sweet with notes of straw, malt, and caramel, leading to a bitter finish.
"
1," on tap at brewpub. deep golden, decent head, some retention and lacing. herbal hop and faint malts aroma. little to no hops in taste - light herbal citrusy. average carbonation, light body.
"
1," Wonderful conditioning on this bottle, picked up at Crown in Carmel, IN. Deep and rich brown, nearly black in color, with a fine bubbled lasting head. Dry, leathery, funky aroma, with sweet bourbon components. Taste is a bit sweet with bourbon, carmelized sugars and woodsiness. Somewhat smoky flavors too. There is a little watery hole in the palate.Good, especially the aroma. Update - 10 mins later...WOW, the wood is strong here; very drying, very intense. Delicious, if a bit overdone...
"
1," Semi sweet and citrusy hops flavor. Grapefruit, some pine and grainy flavors too. Very smooth and very good.
"
1," Flaske. 2 r gammel. Rigeligt med grrester, men en bld harmonisk duft slr en imde. Selve llen er klassisk bruin i farven, men smager lige i skabet.
"
1," 330 ml bottle a brown colored beer with a white head aroma malts dry fruits caramel spicy and hops flavor malts dry fruits caramel spicy yeast and hops
"
1," tastes like raisins and nutmeg.  it does have an alcohol burn that i must say that i enjoyed.  not a very impressive beer but not bad
"
1," Enjoyed on tap at the brewpub with the brewer. This one came in at 10%, a little less boozy than last year i am told. Better than the oaked version I am told. A little head, still boozy but not in aroma. Smooth, caramel, Otter. Peachy fruity. Not too hoppy, not a big American barleywine but he may do one like that.
"
1," Bottle. A beutiful dark brown color. It has a light aroma of fruit and a good head. It has a slight aroma of hop bitternes. It is very drinkable but somewhat boring. If I could choose between this and Chimay Blue I would never drink Chimay Red.
"
1," Bottle 33cl.	2008. Pours a muddy brown colour with a good head.	Clear fruity arome, very complex and well balanced.	Taste is also very fruity, goes down with a touch of the alcohol.	Very good beer.
"
1," My hundredth beer. Dark reddish brown beer, nice brown head, nearly no lacing. Malty aroma, dark fruits, alcohol, a slight hint of coriander, sugar, yeast. Bitter initial taste, more malty finish. Spicy tones. By far the best of the 3 commercial Chimay beers.
"
1," Bottle. Pours an unclear red/brown colour with a longlasting white head. Sweet malty wheat aroma with some hints of yeast and hints of clove. Sweet malty alcohol flavor with some hints of yeast and caramel. Also some hints of clove. Sweet malty warming finish with some bitterness.
"
1," Bottled.  Clear pale golden, rich creamy head. Buttery soft malt. Fairly sweet with grainy malt and slight salty bitterness.
"
1," DEC 11, 2006 The first Belgian beer I ever had.  First had in summer of 2004.  Dark brown color, with a nice head.  Overall color was appealing.  Fruit smell was strongest, but also aromas of malt and hops.  Despite the high alcohol, the flavor was drinkable and well balanced.  Flavor was sweet, malty fruity, and spicy.  Great blend of flavors.  One of my favorites..
"
1," I just absolutely love this one.  The fruity aroma with the hefty flavor makes Chimay a true delicacy. I still perfer the white, but I wont turn this down.
"
1," JAN 4, 2010 Bottle. Mahogany, red-brown at the edges with a fine tan slick. Nose; Flemish-like blackcurrant, iron, balsamic and caramel splashes +TCP, roots, bitter herbs, leather, some rauch-type waxiness- complex and weird. Strange ashy, herbal flavour riddled with ink and spoiling antiseptic notes (TCP). Suspect something has gone wrong here. Difficult beer approaching the plughole.
"
1," Mild wood, walnut and hop aroma. Hazy chestnut brown. Wood and citrus dry-hopped flavor. Finish has a long half-life.
"
1," Tasting notes from 2003 Harbury beer festival.  Golden amber with thin head.  Earthy metallic aroma.  Dry bland flavours with some fruit notes, but fairly boring.  Malt lingering finish.
"
1," SEP 22, 2005 Good beer. A bit to smokey for my taste. A little too much like beef jerky. Enjoyable and interesting but not as good as the blue.
"
1," Cloudy brown orange, pours a heavy head that quickly fades. Burnt coffee in the taste, smoky creamy; finish is sweet.
"
1," SEP 3, 2008 Bottle thanks to Acknud!!!  Black beer nice dark brown head.  Smells of coffee.  Beer has a nice mouthfeel with some good stout tones, but finish tastes like the old coffee grounds that you throw away once you are done brewing coffee.  Just too bitter and strong old coffee flavor.  Even so it is pretty decent.
"
1," NOV 19, 2006 Anyone rating this beer highly must be drinking a very old vintage as the malt extract and hop oil used nowadays give it a very different, almost unrecognisable taste compared to an 87 or 88. Maybe they still brew it with proper ingredients for export to the US as that country appears to be where most of the rave reviews come from.
"
1," cask at cloisters ... dark amber ... thin lacing ... sweet toffee malt ... juicy malts ... sweet fruits ... boring but sweet
"
1," bottle thanks to bu11zeye.  poured amber with a cream head.  nose is fresh grass, hops, faint citrus, and very floral.  nice on the palate, flavor is smooth citrus hops and grass.
"
1," MAR 4, 2011 Chimay Blue on punertava ja ruskea, sakea olut.  Aromi ja maku ovat molemmat tumman hedelmisi, hiivaisia, rusinaisia ja mausteisia. Hyv perusbelgi. Tekee juuri sen, mit pitkin.
"
1," ive decided this is not style of beer.  too much carbonation, and not enough taste to fill the beer quota.  fruity with a fizzy head. similar to the lambics but less fruit, and more spices.  not enough here to make me a fan by any means.
"
1," 0.5 l bottle, thanks Timo A! Golden color with small head. Sweetish, malty, honeyish and slightly toasty aroma. Malty and honeyish flavor with some tart fruitiness and some bready-toasty notes in the background. Very ordinary.
"
